,count,duration,duration_bin,durations,type
2517,1,133 min,120 - 150,133.0,Movie
2518,1,71 min,60 - 90,71.0,Movie
2519,1,80 min,60 - 90,80.0,Movie
2520,1,57 min,0 - 60,57.0,Movie
2521,1,98 min,95 - 120,98.0,Movie
2522,1,110 min,95 - 120,110.0,Movie
2527,1,131 min,120 - 150,131.0,Movie
2532,1,95 min,95 - 120,95.0,Movie
2533,1,102 min,95 - 120,102.0,Movie
2536,1,66 min,60 - 90,66.0,Movie
2537,1,65 min,60 - 90,65.0,Movie
2539,1,114 min,95 - 120,114.0,Movie
2540,1,96 min,95 - 120,96.0,Movie
2541,1,97 min,95 - 120,97.0,Movie
2542,1,106 min,95 - 120,106.0,Movie
2544,1,82 min,60 - 90,82.0,Movie
2545,1,78 min,60 - 90,78.0,Movie
2546,1,67 min,60 - 90,67.0,Movie
2547,1,84 min,60 - 90,84.0,Movie
2548,1,95 min,95 - 120,95.0,Movie
2549,1,120 min,120 - 150,120.0,Movie
2550,1,149 min,120 - 150,149.0,Movie
2551,1,126 min,120 - 150,126.0,Movie
2552,1,90 min,90 - 95,90.0,Movie
2553,1,143 min,120 - 150,143.0,Movie
2554,1,113 min,95 - 120,113.0,Movie
2556,1,106 min,95 - 120,106.0,Movie
2558,1,155 min,150  - 300,155.0,Movie
2560,1,57 min,0 - 60,57.0,Movie
2561,1,121 min,120 - 150,121.0,Movie
2564,1,91 min,90 - 95,91.0,Movie
2565,1,100 min,95 - 120,100.0,Movie
2566,1,101 min,95 - 120,101.0,Movie
2570,1,137 min,120 - 150,137.0,Movie
2571,1,138 min,120 - 150,138.0,Movie
2572,1,125 min,120 - 150,125.0,Movie
2574,1,95 min,95 - 120,95.0,Movie
2575,1,154 min,150  - 300,154.0,Movie
2577,1,106 min,95 - 120,106.0,Movie
2578,1,116 min,95 - 120,116.0,Movie
2579,1,116 min,95 - 120,116.0,Movie
2580,1,97 min,95 - 120,97.0,Movie
2581,1,93 min,90 - 95,93.0,Movie
2583,1,129 min,120 - 150,129.0,Movie
2584,1,111 min,95 - 120,111.0,Movie
2585,1,117 min,95 - 120,117.0,Movie
2586,1,65 min,60 - 90,65.0,Movie
2588,1,158 min,150  - 300,158.0,Movie
2589,1,110 min,95 - 120,110.0,Movie
2590,1,108 min,95 - 120,108.0,Movie
2591,1,79 min,60 - 90,79.0,Movie
2592,1,95 min,95 - 120,95.0,Movie
2594,1,81 min,60 - 90,81.0,Movie
2596,1,99 min,95 - 120,99.0,Movie
2597,1,86 min,60 - 90,86.0,Movie
2598,1,73 min,60 - 90,73.0,Movie
2599,1,70 min,60 - 90,70.0,Movie
2601,1,68 min,60 - 90,68.0,Movie
2602,1,86 min,60 - 90,86.0,Movie
2603,1,138 min,120 - 150,138.0,Movie
2604,1,110 min,95 - 120,110.0,Movie
2608,1,78 min,60 - 90,78.0,Movie
2609,1,127 min,120 - 150,127.0,Movie
2610,1,129 min,120 - 150,129.0,Movie
2611,1,91 min,90 - 95,91.0,Movie
2613,1,179 min,150  - 300,179.0,Movie
2614,1,113 min,95 - 120,113.0,Movie
2615,1,79 min,60 - 90,79.0,Movie
2619,1,105 min,95 - 120,105.0,Movie
2620,1,93 min,90 - 95,93.0,Movie
2621,1,98 min,95 - 120,98.0,Movie
2622,1,94 min,90 - 95,94.0,Movie
2623,1,79 min,60 - 90,79.0,Movie
2624,1,96 min,95 - 120,96.0,Movie
2626,1,67 min,60 - 90,67.0,Movie
2627,1,99 min,95 - 120,99.0,Movie
2628,1,62 min,60 - 90,62.0,Movie
2629,1,55 min,0 - 60,55.0,Movie
2630,1,101 min,95 - 120,101.0,Movie
2631,1,88 min,60 - 90,88.0,Movie
2632,1,95 min,95 - 120,95.0,Movie
2634,1,87 min,60 - 90,87.0,Movie
2636,1,83 min,60 - 90,83.0,Movie
2637,1,90 min,90 - 95,90.0,Movie
2639,1,100 min,95 - 120,100.0,Movie
2641,1,73 min,60 - 90,73.0,Movie
2642,1,135 min,120 - 150,135.0,Movie
2643,1,151 min,150  - 300,151.0,Movie
2646,1,109 min,95 - 120,109.0,Movie
2650,1,109 min,95 - 120,109.0,Movie
2653,1,89 min,60 - 90,89.0,Movie
2654,1,99 min,95 - 120,99.0,Movie
2655,1,86 min,60 - 90,86.0,Movie
2657,1,86 min,60 - 90,86.0,Movie
2659,1,85 min,60 - 90,85.0,Movie
2660,1,129 min,120 - 150,129.0,Movie
2661,1,98 min,95 - 120,98.0,Movie
2662,1,93 min,90 - 95,93.0,Movie
2663,1,111 min,95 - 120,111.0,Movie
2664,1,58 min,0 - 60,58.0,Movie
2665,1,95 min,95 - 120,95.0,Movie
2666,1,89 min,60 - 90,89.0,Movie
2667,1,97 min,95 - 120,97.0,Movie
2668,1,89 min,60 - 90,89.0,Movie
2669,1,90 min,90 - 95,90.0,Movie
2670,1,104 min,95 - 120,104.0,Movie
2671,1,119 min,95 - 120,119.0,Movie
2673,1,92 min,90 - 95,92.0,Movie
2674,1,107 min,95 - 120,107.0,Movie
2677,1,124 min,120 - 150,124.0,Movie
2679,1,87 min,60 - 90,87.0,Movie
2680,1,91 min,90 - 95,91.0,Movie
2683,1,94 min,90 - 95,94.0,Movie
2686,1,118 min,95 - 120,118.0,Movie
2688,1,86 min,60 - 90,86.0,Movie
2690,1,102 min,95 - 120,102.0,Movie
2691,1,122 min,120 - 150,122.0,Movie
2692,1,126 min,120 - 150,126.0,Movie
2694,1,117 min,95 - 120,117.0,Movie
2696,1,65 min,60 - 90,65.0,Movie
2698,1,118 min,95 - 120,118.0,Movie
2700,1,126 min,120 - 150,126.0,Movie
2702,1,87 min,60 - 90,87.0,Movie
2703,1,156 min,150  - 300,156.0,Movie
2704,1,97 min,95 - 120,97.0,Movie
2706,1,96 min,95 - 120,96.0,Movie
2707,1,89 min,60 - 90,89.0,Movie
2709,1,97 min,95 - 120,97.0,Movie
2710,1,40 min,0 - 60,40.0,Movie
2711,1,143 min,120 - 150,143.0,Movie
2713,1,81 min,60 - 90,81.0,Movie
2717,1,88 min,60 - 90,88.0,Movie
2718,1,87 min,60 - 90,87.0,Movie
2721,1,96 min,95 - 120,96.0,Movie
2722,1,104 min,95 - 120,104.0,Movie
2723,1,129 min,120 - 150,129.0,Movie
2724,1,124 min,120 - 150,124.0,Movie
2725,1,118 min,95 - 120,118.0,Movie
2726,1,111 min,95 - 120,111.0,Movie
2727,1,125 min,120 - 150,125.0,Movie
2728,1,120 min,120 - 150,120.0,Movie
2729,1,91 min,90 - 95,91.0,Movie
2733,1,137 min,120 - 150,137.0,Movie
2734,1,104 min,95 - 120,104.0,Movie
2736,1,80 min,60 - 90,80.0,Movie
2737,1,127 min,120 - 150,127.0,Movie
2740,1,141 min,120 - 150,141.0,Movie
2742,1,117 min,95 - 120,117.0,Movie
2743,1,140 min,120 - 150,140.0,Movie
2746,1,95 min,95 - 120,95.0,Movie
2747,1,93 min,90 - 95,93.0,Movie
2748,1,97 min,95 - 120,97.0,Movie
2752,1,118 min,95 - 120,118.0,Movie
2755,1,100 min,95 - 120,100.0,Movie
2756,1,118 min,95 - 120,118.0,Movie
2757,1,150 min,150  - 300,150.0,Movie
2759,1,44 min,0 - 60,44.0,Movie
2760,1,54 min,0 - 60,54.0,Movie
2762,1,170 min,150  - 300,170.0,Movie
2766,1,118 min,95 - 120,118.0,Movie
2767,1,126 min,120 - 150,126.0,Movie
2768,1,128 min,120 - 150,128.0,Movie
2769,1,104 min,95 - 120,104.0,Movie
2770,1,105 min,95 - 120,105.0,Movie
2772,1,86 min,60 - 90,86.0,Movie
2773,1,94 min,90 - 95,94.0,Movie
2775,1,106 min,95 - 120,106.0,Movie
2776,1,92 min,90 - 95,92.0,Movie
2778,1,108 min,95 - 120,108.0,Movie
2779,1,89 min,60 - 90,89.0,Movie
2780,1,95 min,95 - 120,95.0,Movie
2781,1,103 min,95 - 120,103.0,Movie
2782,1,92 min,90 - 95,92.0,Movie
2783,1,102 min,95 - 120,102.0,Movie
2784,1,126 min,120 - 150,126.0,Movie
2787,1,87 min,60 - 90,87.0,Movie
2789,1,138 min,120 - 150,138.0,Movie
2790,1,73 min,60 - 90,73.0,Movie
2792,1,84 min,60 - 90,84.0,Movie
2793,1,111 min,95 - 120,111.0,Movie
2794,1,100 min,95 - 120,100.0,Movie
2795,1,119 min,95 - 120,119.0,Movie
2796,1,94 min,90 - 95,94.0,Movie
2798,1,86 min,60 - 90,86.0,Movie
2799,1,142 min,120 - 150,142.0,Movie
2801,1,95 min,95 - 120,95.0,Movie
2802,1,95 min,95 - 120,95.0,Movie
2803,1,80 min,60 - 90,80.0,Movie
2804,1,79 min,60 - 90,79.0,Movie
2805,1,81 min,60 - 90,81.0,Movie
2807,1,120 min,120 - 150,120.0,Movie
2809,1,61 min,60 - 90,61.0,Movie
2811,1,85 min,60 - 90,85.0,Movie
2812,1,104 min,95 - 120,104.0,Movie
2814,1,96 min,95 - 120,96.0,Movie
2815,1,91 min,90 - 95,91.0,Movie
2816,1,134 min,120 - 150,134.0,Movie
2817,1,93 min,90 - 95,93.0,Movie
2819,1,120 min,120 - 150,120.0,Movie
2820,1,83 min,60 - 90,83.0,Movie
2822,1,82 min,60 - 90,82.0,Movie
2823,1,88 min,60 - 90,88.0,Movie
2824,1,102 min,95 - 120,102.0,Movie
2826,1,101 min,95 - 120,101.0,Movie
2827,1,96 min,95 - 120,96.0,Movie
2829,1,97 min,95 - 120,97.0,Movie
2830,1,105 min,95 - 120,105.0,Movie
2831,1,101 min,95 - 120,101.0,Movie
2833,1,86 min,60 - 90,86.0,Movie
2834,1,88 min,60 - 90,88.0,Movie
2835,1,84 min,60 - 90,84.0,Movie
2836,1,89 min,60 - 90,89.0,Movie
2837,1,113 min,95 - 120,113.0,Movie
2838,1,110 min,95 - 120,110.0,Movie
2839,1,105 min,95 - 120,105.0,Movie
2840,1,116 min,95 - 120,116.0,Movie
2841,1,94 min,90 - 95,94.0,Movie
2842,1,110 min,95 - 120,110.0,Movie
2845,1,104 min,95 - 120,104.0,Movie
2847,1,116 min,95 - 120,116.0,Movie
2850,1,47 min,0 - 60,47.0,Movie
2851,1,102 min,95 - 120,102.0,Movie
2852,1,51 min,0 - 60,51.0,Movie
2853,1,143 min,120 - 150,143.0,Movie
2854,1,103 min,95 - 120,103.0,Movie
2855,1,104 min,95 - 120,104.0,Movie
2857,1,127 min,120 - 150,127.0,Movie
2858,1,83 min,60 - 90,83.0,Movie
2859,1,193 min,150  - 300,193.0,Movie
2860,1,176 min,150  - 300,176.0,Movie
2861,1,95 min,95 - 120,95.0,Movie
2862,1,149 min,120 - 150,149.0,Movie
2863,1,131 min,120 - 150,131.0,Movie
2865,1,79 min,60 - 90,79.0,Movie
2866,1,101 min,95 - 120,101.0,Movie
2867,1,97 min,95 - 120,97.0,Movie
2868,1,89 min,60 - 90,89.0,Movie
2870,1,91 min,90 - 95,91.0,Movie
2871,1,140 min,120 - 150,140.0,Movie
2874,1,85 min,60 - 90,85.0,Movie
2875,1,85 min,60 - 90,85.0,Movie
2876,1,150 min,150  - 300,150.0,Movie
2877,1,82 min,60 - 90,82.0,Movie
2878,1,117 min,95 - 120,117.0,Movie
2884,1,84 min,60 - 90,84.0,Movie
2885,1,106 min,95 - 120,106.0,Movie
2888,1,107 min,95 - 120,107.0,Movie
2889,1,90 min,90 - 95,90.0,Movie
2890,1,98 min,95 - 120,98.0,Movie
2891,1,82 min,60 - 90,82.0,Movie
2892,1,87 min,60 - 90,87.0,Movie
2893,1,54 min,0 - 60,54.0,Movie
2895,1,102 min,95 - 120,102.0,Movie
2896,1,114 min,95 - 120,114.0,Movie
2897,1,99 min,95 - 120,99.0,Movie
2898,1,139 min,120 - 150,139.0,Movie
2900,1,94 min,90 - 95,94.0,Movie
2901,1,88 min,60 - 90,88.0,Movie
2902,1,89 min,60 - 90,89.0,Movie
2903,1,93 min,90 - 95,93.0,Movie
2904,1,82 min,60 - 90,82.0,Movie
2905,1,117 min,95 - 120,117.0,Movie
2906,1,91 min,90 - 95,91.0,Movie
2907,1,91 min,90 - 95,91.0,Movie
2908,1,97 min,95 - 120,97.0,Movie
2909,1,89 min,60 - 90,89.0,Movie
2910,1,106 min,95 - 120,106.0,Movie
2911,1,116 min,95 - 120,116.0,Movie
2912,1,128 min,120 - 150,128.0,Movie
2915,1,81 min,60 - 90,81.0,Movie
2916,1,88 min,60 - 90,88.0,Movie
2918,1,80 min,60 - 90,80.0,Movie
2919,1,100 min,95 - 120,100.0,Movie
2920,1,96 min,95 - 120,96.0,Movie
2921,1,80 min,60 - 90,80.0,Movie
2922,1,67 min,60 - 90,67.0,Movie
2923,1,119 min,95 - 120,119.0,Movie
2924,1,75 min,60 - 90,75.0,Movie
2925,1,112 min,95 - 120,112.0,Movie
2927,1,135 min,120 - 150,135.0,Movie
2929,1,110 min,95 - 120,110.0,Movie
2930,1,94 min,90 - 95,94.0,Movie
2931,1,91 min,90 - 95,91.0,Movie
2932,1,121 min,120 - 150,121.0,Movie
2934,1,108 min,95 - 120,108.0,Movie
2935,1,104 min,95 - 120,104.0,Movie
2937,1,124 min,120 - 150,124.0,Movie
2939,1,13 min,0 - 60,13.0,Movie
2942,1,87 min,60 - 90,87.0,Movie
2943,1,128 min,120 - 150,128.0,Movie
2944,1,78 min,60 - 90,78.0,Movie
2945,1,72 min,60 - 90,72.0,Movie
2946,1,72 min,60 - 90,72.0,Movie
2947,1,78 min,60 - 90,78.0,Movie
2948,1,75 min,60 - 90,75.0,Movie
2949,1,140 min,120 - 150,140.0,Movie
2950,1,108 min,95 - 120,108.0,Movie
2951,1,97 min,95 - 120,97.0,Movie
2953,1,103 min,95 - 120,103.0,Movie
2956,1,95 min,95 - 120,95.0,Movie
2957,1,86 min,60 - 90,86.0,Movie
2959,1,104 min,95 - 120,104.0,Movie
2961,1,101 min,95 - 120,101.0,Movie
2962,1,94 min,90 - 95,94.0,Movie
2963,1,98 min,95 - 120,98.0,Movie
2966,1,114 min,95 - 120,114.0,Movie
2967,1,99 min,95 - 120,99.0,Movie
2968,1,94 min,90 - 95,94.0,Movie
2969,1,103 min,95 - 120,103.0,Movie
2972,1,89 min,60 - 90,89.0,Movie
2973,1,99 min,95 - 120,99.0,Movie
2974,1,116 min,95 - 120,116.0,Movie
2975,1,102 min,95 - 120,102.0,Movie
2976,1,129 min,120 - 150,129.0,Movie
2978,1,87 min,60 - 90,87.0,Movie
2979,1,148 min,120 - 150,148.0,Movie
2980,1,103 min,95 - 120,103.0,Movie
2981,1,89 min,60 - 90,89.0,Movie
2982,1,119 min,95 - 120,119.0,Movie
2983,1,106 min,95 - 120,106.0,Movie
2984,1,90 min,90 - 95,90.0,Movie
2985,1,118 min,95 - 120,118.0,Movie
2986,1,95 min,95 - 120,95.0,Movie
2988,1,101 min,95 - 120,101.0,Movie
2990,1,123 min,120 - 150,123.0,Movie
2991,1,127 min,120 - 150,127.0,Movie
2992,1,116 min,95 - 120,116.0,Movie
2993,1,119 min,95 - 120,119.0,Movie
2994,1,99 min,95 - 120,99.0,Movie
2995,1,90 min,90 - 95,90.0,Movie
2996,1,90 min,90 - 95,90.0,Movie
2997,1,153 min,150  - 300,153.0,Movie
3001,1,122 min,120 - 150,122.0,Movie
3003,1,109 min,95 - 120,109.0,Movie
3005,1,125 min,120 - 150,125.0,Movie
3006,1,106 min,95 - 120,106.0,Movie
3009,1,141 min,120 - 150,141.0,Movie
3012,1,106 min,95 - 120,106.0,Movie
3019,1,103 min,95 - 120,103.0,Movie
3023,1,122 min,120 - 150,122.0,Movie
3026,1,87 min,60 - 90,87.0,Movie
3027,1,116 min,95 - 120,116.0,Movie
3029,1,45 min,0 - 60,45.0,Movie
3031,1,102 min,95 - 120,102.0,Movie
3032,1,107 min,95 - 120,107.0,Movie
3034,1,148 min,120 - 150,148.0,Movie
3035,1,116 min,95 - 120,116.0,Movie
3037,1,88 min,60 - 90,88.0,Movie
3038,1,99 min,95 - 120,99.0,Movie
3039,1,100 min,95 - 120,100.0,Movie
3040,1,99 min,95 - 120,99.0,Movie
3041,1,72 min,60 - 90,72.0,Movie
3042,1,134 min,120 - 150,134.0,Movie
3043,1,87 min,60 - 90,87.0,Movie
3044,1,91 min,90 - 95,91.0,Movie
3045,1,88 min,60 - 90,88.0,Movie
3046,1,96 min,95 - 120,96.0,Movie
3047,1,107 min,95 - 120,107.0,Movie
3048,1,108 min,95 - 120,108.0,Movie
3049,1,105 min,95 - 120,105.0,Movie
3050,1,105 min,95 - 120,105.0,Movie
3051,1,127 min,120 - 150,127.0,Movie
3052,1,137 min,120 - 150,137.0,Movie
3054,1,77 min,60 - 90,77.0,Movie
3055,1,108 min,95 - 120,108.0,Movie
3057,1,71 min,60 - 90,71.0,Movie
3059,1,93 min,90 - 95,93.0,Movie
3060,1,96 min,95 - 120,96.0,Movie
3062,1,99 min,95 - 120,99.0,Movie
3063,1,102 min,95 - 120,102.0,Movie
3064,1,129 min,120 - 150,129.0,Movie
3065,1,130 min,120 - 150,130.0,Movie
3066,1,115 min,95 - 120,115.0,Movie
3067,1,113 min,95 - 120,113.0,Movie
3068,1,88 min,60 - 90,88.0,Movie
3070,1,98 min,95 - 120,98.0,Movie
3072,1,140 min,120 - 150,140.0,Movie
3073,1,92 min,90 - 95,92.0,Movie
3074,1,127 min,120 - 150,127.0,Movie
3075,1,127 min,120 - 150,127.0,Movie
3076,1,101 min,95 - 120,101.0,Movie
3078,1,101 min,95 - 120,101.0,Movie
3079,1,112 min,95 - 120,112.0,Movie
3080,1,91 min,90 - 95,91.0,Movie
3082,1,84 min,60 - 90,84.0,Movie
3084,1,105 min,95 - 120,105.0,Movie
3085,1,88 min,60 - 90,88.0,Movie
3086,1,141 min,120 - 150,141.0,Movie
3089,1,68 min,60 - 90,68.0,Movie
3091,1,162 min,150  - 300,162.0,Movie
3092,1,163 min,150  - 300,163.0,Movie
3093,1,147 min,120 - 150,147.0,Movie
3094,1,142 min,120 - 150,142.0,Movie
3095,1,143 min,120 - 150,143.0,Movie
3096,1,93 min,90 - 95,93.0,Movie
3097,1,86 min,60 - 90,86.0,Movie
3099,1,68 min,60 - 90,68.0,Movie
3100,1,65 min,60 - 90,65.0,Movie
3101,1,58 min,0 - 60,58.0,Movie
3103,1,154 min,150  - 300,154.0,Movie
3104,1,44 min,0 - 60,44.0,Movie
3105,1,92 min,90 - 95,92.0,Movie
3106,1,90 min,90 - 95,90.0,Movie
3107,1,124 min,120 - 150,124.0,Movie
3108,1,91 min,90 - 95,91.0,Movie
3109,1,76 min,60 - 90,76.0,Movie
3110,1,155 min,150  - 300,155.0,Movie
3111,1,101 min,95 - 120,101.0,Movie
3112,1,132 min,120 - 150,132.0,Movie
3114,1,92 min,90 - 95,92.0,Movie
3115,1,22 min,0 - 60,22.0,Movie
3116,1,132 min,120 - 150,132.0,Movie
3117,1,94 min,90 - 95,94.0,Movie
3120,1,132 min,120 - 150,132.0,Movie
3121,1,94 min,90 - 95,94.0,Movie
3123,1,77 min,60 - 90,77.0,Movie
3124,1,107 min,95 - 120,107.0,Movie
3127,1,103 min,95 - 120,103.0,Movie
3128,1,142 min,120 - 150,142.0,Movie
3129,1,128 min,120 - 150,128.0,Movie
3130,1,105 min,95 - 120,105.0,Movie
3131,1,97 min,95 - 120,97.0,Movie
3132,1,90 min,90 - 95,90.0,Movie
3133,1,84 min,60 - 90,84.0,Movie
3134,1,69 min,60 - 90,69.0,Movie
3135,1,58 min,0 - 60,58.0,Movie
3136,1,97 min,95 - 120,97.0,Movie
3137,1,80 min,60 - 90,80.0,Movie
3138,1,71 min,60 - 90,71.0,Movie
3139,1,71 min,60 - 90,71.0,Movie
3140,1,85 min,60 - 90,85.0,Movie
3141,1,75 min,60 - 90,75.0,Movie
3142,1,59 min,0 - 60,59.0,Movie
3144,1,119 min,95 - 120,119.0,Movie
3145,1,78 min,60 - 90,78.0,Movie
3146,1,69 min,60 - 90,69.0,Movie
3148,1,67 min,60 - 90,67.0,Movie
3150,1,103 min,95 - 120,103.0,Movie
3151,1,109 min,95 - 120,109.0,Movie
3153,1,62 min,60 - 90,62.0,Movie
3154,1,61 min,60 - 90,61.0,Movie
3155,1,81 min,60 - 90,81.0,Movie
3156,1,69 min,60 - 90,69.0,Movie
3157,1,134 min,120 - 150,134.0,Movie
3158,1,80 min,60 - 90,80.0,Movie
3159,1,53 min,0 - 60,53.0,Movie
3160,1,84 min,60 - 90,84.0,Movie
3161,1,86 min,60 - 90,86.0,Movie
3162,1,44 min,0 - 60,44.0,Movie
3163,1,131 min,120 - 150,131.0,Movie
3165,1,94 min,90 - 95,94.0,Movie
3166,1,72 min,60 - 90,72.0,Movie
3167,1,74 min,60 - 90,74.0,Movie
3168,1,71 min,60 - 90,71.0,Movie
3169,1,77 min,60 - 90,77.0,Movie
3170,1,70 min,60 - 90,70.0,Movie
3171,1,77 min,60 - 90,77.0,Movie
3172,1,87 min,60 - 90,87.0,Movie
3173,1,67 min,60 - 90,67.0,Movie
3174,1,71 min,60 - 90,71.0,Movie
3175,1,62 min,60 - 90,62.0,Movie
3176,1,102 min,95 - 120,102.0,Movie
3177,1,62 min,60 - 90,62.0,Movie
3178,1,58 min,0 - 60,58.0,Movie
3179,1,83 min,60 - 90,83.0,Movie
3181,1,135 min,120 - 150,135.0,Movie
3182,1,124 min,120 - 150,124.0,Movie
3185,1,69 min,60 - 90,69.0,Movie
3186,1,79 min,60 - 90,79.0,Movie
3187,1,181 min,150  - 300,181.0,Movie
3188,1,60 min,60 - 90,60.0,Movie
3189,1,55 min,0 - 60,55.0,Movie
3190,1,63 min,60 - 90,63.0,Movie
3191,1,128 min,120 - 150,128.0,Movie
3192,1,98 min,95 - 120,98.0,Movie
3193,1,69 min,60 - 90,69.0,Movie
3194,1,78 min,60 - 90,78.0,Movie
3195,1,214 min,150  - 300,214.0,Movie
3196,1,90 min,90 - 95,90.0,Movie
3197,1,67 min,60 - 90,67.0,Movie
3198,1,64 min,60 - 90,64.0,Movie
3199,1,64 min,60 - 90,64.0,Movie
3200,1,79 min,60 - 90,79.0,Movie
3201,1,90 min,90 - 95,90.0,Movie
3202,1,133 min,120 - 150,133.0,Movie
3203,1,125 min,120 - 150,125.0,Movie
3204,1,92 min,90 - 95,92.0,Movie
3205,1,90 min,90 - 95,90.0,Movie
3206,1,80 min,60 - 90,80.0,Movie
3207,1,70 min,60 - 90,70.0,Movie
3208,1,65 min,60 - 90,65.0,Movie
3209,1,60 min,60 - 90,60.0,Movie
3210,1,62 min,60 - 90,62.0,Movie
3211,1,17 min,0 - 60,17.0,Movie
3215,1,98 min,95 - 120,98.0,Movie
3216,1,96 min,95 - 120,96.0,Movie
3217,1,97 min,95 - 120,97.0,Movie
3218,1,101 min,95 - 120,101.0,Movie
3220,1,135 min,120 - 150,135.0,Movie
3221,1,75 min,60 - 90,75.0,Movie
3222,1,79 min,60 - 90,79.0,Movie
3224,1,99 min,95 - 120,99.0,Movie
3225,1,101 min,95 - 120,101.0,Movie
3229,1,90 min,90 - 95,90.0,Movie
3230,1,84 min,60 - 90,84.0,Movie
3231,1,70 min,60 - 90,70.0,Movie
3232,1,137 min,120 - 150,137.0,Movie
3233,1,133 min,120 - 150,133.0,Movie
3234,1,145 min,120 - 150,145.0,Movie
3235,1,91 min,90 - 95,91.0,Movie
3236,1,52 min,0 - 60,52.0,Movie
3237,1,123 min,120 - 150,123.0,Movie
3243,1,113 min,95 - 120,113.0,Movie
3244,1,107 min,95 - 120,107.0,Movie
3245,1,128 min,120 - 150,128.0,Movie
3247,1,101 min,95 - 120,101.0,Movie
3248,1,104 min,95 - 120,104.0,Movie
3249,1,94 min,90 - 95,94.0,Movie
3250,1,96 min,95 - 120,96.0,Movie
3251,1,107 min,95 - 120,107.0,Movie
3253,1,92 min,90 - 95,92.0,Movie
3255,1,95 min,95 - 120,95.0,Movie
3256,1,106 min,95 - 120,106.0,Movie
3257,1,90 min,90 - 95,90.0,Movie
3260,1,106 min,95 - 120,106.0,Movie
3262,1,138 min,120 - 150,138.0,Movie
3264,1,110 min,95 - 120,110.0,Movie
3268,1,100 min,95 - 120,100.0,Movie
3270,1,139 min,120 - 150,139.0,Movie
3271,1,130 min,120 - 150,130.0,Movie
3272,1,132 min,120 - 150,132.0,Movie
3273,1,133 min,120 - 150,133.0,Movie
3274,1,126 min,120 - 150,126.0,Movie
3275,1,91 min,90 - 95,91.0,Movie
3276,1,173 min,150  - 300,173.0,Movie
3277,1,105 min,95 - 120,105.0,Movie
3278,1,148 min,120 - 150,148.0,Movie
3280,1,192 min,150  - 300,192.0,Movie
3281,1,151 min,150  - 300,151.0,Movie
3282,1,209 min,150  - 300,209.0,Movie
3283,1,171 min,150  - 300,171.0,Movie
3284,1,120 min,120 - 150,120.0,Movie
3285,1,122 min,120 - 150,122.0,Movie
3286,1,85 min,60 - 90,85.0,Movie
3287,1,120 min,120 - 150,120.0,Movie
3288,1,113 min,95 - 120,113.0,Movie
3290,1,187 min,150  - 300,187.0,Movie
3291,1,154 min,150  - 300,154.0,Movie
3292,1,99 min,95 - 120,99.0,Movie
3293,1,80 min,60 - 90,80.0,Movie
3294,1,105 min,95 - 120,105.0,Movie
3295,1,41 min,0 - 60,41.0,Movie
3296,1,107 min,95 - 120,107.0,Movie
3297,1,128 min,120 - 150,128.0,Movie
3298,1,104 min,95 - 120,104.0,Movie
3299,1,93 min,90 - 95,93.0,Movie
3300,1,110 min,95 - 120,110.0,Movie
3301,1,160 min,150  - 300,160.0,Movie
3303,1,138 min,120 - 150,138.0,Movie
3304,1,112 min,95 - 120,112.0,Movie
3305,1,101 min,95 - 120,101.0,Movie
3306,1,110 min,95 - 120,110.0,Movie
3307,1,107 min,95 - 120,107.0,Movie
3308,1,65 min,60 - 90,65.0,Movie
3309,1,135 min,120 - 150,135.0,Movie
3310,1,118 min,95 - 120,118.0,Movie
3311,1,137 min,120 - 150,137.0,Movie
3312,1,117 min,95 - 120,117.0,Movie
3313,1,65 min,60 - 90,65.0,Movie
3314,1,118 min,95 - 120,118.0,Movie
3315,1,86 min,60 - 90,86.0,Movie
3317,1,140 min,120 - 150,140.0,Movie
3318,1,66 min,60 - 90,66.0,Movie
3319,1,64 min,60 - 90,64.0,Movie
3320,1,71 min,60 - 90,71.0,Movie
3321,1,89 min,60 - 90,89.0,Movie
3322,1,60 min,60 - 90,60.0,Movie
3323,1,61 min,60 - 90,61.0,Movie
3324,1,85 min,60 - 90,85.0,Movie
3325,1,45 min,0 - 60,45.0,Movie
3326,1,132 min,120 - 150,132.0,Movie
3327,1,53 min,0 - 60,53.0,Movie
3328,1,116 min,95 - 120,116.0,Movie
3329,1,133 min,120 - 150,133.0,Movie
3331,1,116 min,95 - 120,116.0,Movie
3332,1,82 min,60 - 90,82.0,Movie
3337,1,62 min,60 - 90,62.0,Movie
3339,1,68 min,60 - 90,68.0,Movie
3341,1,62 min,60 - 90,62.0,Movie
3342,1,60 min,60 - 90,60.0,Movie
3343,1,89 min,60 - 90,89.0,Movie
3344,1,75 min,60 - 90,75.0,Movie
3345,1,67 min,60 - 90,67.0,Movie
3346,1,96 min,95 - 120,96.0,Movie
3347,1,70 min,60 - 90,70.0,Movie
3348,1,63 min,60 - 90,63.0,Movie
3349,1,62 min,60 - 90,62.0,Movie
3350,1,42 min,0 - 60,42.0,Movie
3351,1,90 min,90 - 95,90.0,Movie
3353,1,170 min,150  - 300,170.0,Movie
3356,1,151 min,150  - 300,151.0,Movie
3357,1,121 min,120 - 150,121.0,Movie
3358,1,132 min,120 - 150,132.0,Movie
3359,1,124 min,120 - 150,124.0,Movie
3361,1,120 min,120 - 150,120.0,Movie
3362,1,157 min,150  - 300,157.0,Movie
3363,1,124 min,120 - 150,124.0,Movie
